# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.107252 -----------------
#dely    BF    dB     BFVar
0.050  0.2651  0.0007  0.0098
0.150  0.2397  0.0006  0.0091
0.250  0.1940  0.0006  0.0057
0.350  0.1427  0.0004  0.0047
0.450  0.0979  0.0003  0.0036
0.550  0.0602  0.0002  0.0041
0.650  0.0341  0.0002  0.0019
0.750  0.0193  0.0001  0.0016
0.850  0.0105  0.0001  0.0006
0.950  0.0047  0.0000  0.0005
1.050  0.0026  0.0000  0.0003
1.150  0.0010  0.0000  0.0001
1.250  0.0005  0.0000  0.0001
1.350  0.0002  0.0000  0.0000
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
