# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0931992 -----------------
#dely    BF    dB     BFVar
0.050  0.1885  0.0019  0.0103
0.150  0.1695  0.0017  0.0052
0.250  0.1420  0.0015  0.0088
0.350  0.1130  0.0013  0.0065
0.450  0.0859  0.0011  0.0056
0.550  0.0682  0.0010  0.0047
0.650  0.0551  0.0009  0.0080
0.750  0.0384  0.0008  0.0023
0.850  0.0278  0.0007  0.0019
0.950  0.0193  0.0006  0.0022
1.050  0.0129  0.0005  0.0008
1.150  0.0071  0.0003  0.0010
1.250  0.0030  0.0002  0.0024
1.350  0.0009  0.0001  0.0002
1.450  0.0002  0.0001  0.0009
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
