# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.262994 -----------------
#dely    BF
0.050  0.3821  0.0024
0.150  0.3646  0.0024
0.250  0.3306  0.0023
0.350  0.2942  0.0021
0.450  0.2781  0.0022
0.550  0.2341  0.0019
0.650  0.1798  0.0016
0.750  0.1469  0.0014
0.850  0.1285  0.0014
0.950  0.0992  0.0012
1.050  0.0713  0.0009
1.150  0.0494  0.0007
1.250  0.0347  0.0006
1.350  0.0185  0.0004
1.450  0.0142  0.0003
1.550  0.0024  0.0001
1.650  0.0022  0.0001
1.750 -0.0010 -0.0001
