! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.4021  8.517  8.018  7.985 14.592  1.004
 100.0 0.4150  9.480  7.707  7.455 12.341  1.034
 150.0 0.4466 10.651  7.255  6.920 10.316  1.048
 200.0 0.4741 11.765  6.733  6.404  8.825  1.051
 250.0 0.5002 12.998  6.336  5.880  7.560  1.078
 300.0 0.5216 14.016  5.912  5.536  6.625  1.068
 350.0 0.5492 15.047  5.573  5.195  5.943  1.073
 400.0 0.5681 15.742  5.186  4.841  5.337  1.071
 450.0 0.5789 16.661  4.936  4.592  4.782  1.075
 500.0 0.6007 17.558  4.721  4.389  4.370  1.075
