Enter qualifer : 
bool AEQUALB true
double DELPT 5
double MA 139.57
double MB 139.57
int NEVENTSMAX 4000
int NMAX 120000
string OSCARfilename /Users/scottepratt/data/bb/oscar.dat
double PHIMAX_DEG 360
double PHIMIN_DEG -360
double PT 600
double YMAX 10
double YMIN -10
____________ Calculating S for kt = 50 __________________
Opening /Users/pratt/data/bb/cgc/oscar.dat
OSCAR file read: 4000 events, na=37933, nb=37933
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | 4.701e-01 | 4.701e-01 | 4.701e-01 
  1 | 4.487e-01 | 4.492e-01 | 4.284e-01 
  2 | 4.214e-01 | 4.263e-01 | 3.704e-01 
  3 | 3.927e-01 | 3.971e-01 | 3.127e-01 
  4 | 3.588e-01 | 3.661e-01 | 2.510e-01 
  5 | 3.256e-01 | 3.374e-01 | 1.975e-01 
  6 | 2.913e-01 | 3.071e-01 | 1.497e-01 
  7 | 2.584e-01 | 2.771e-01 | 1.107e-01 
  8 | 2.253e-01 | 2.481e-01 | 8.031e-02 
  9 | 1.953e-01 | 2.182e-01 | 5.793e-02 
 10 | 1.657e-01 | 1.912e-01 | 3.994e-02 
 11 | 1.411e-01 | 1.669e-01 | 2.720e-02 
 12 | 1.181e-01 | 1.452e-01 | 1.794e-02 
 13 | 9.730e-02 | 1.236e-01 | 1.189e-02 
 14 | 7.808e-02 | 1.042e-01 | 7.804e-03 
 15 | 6.394e-02 | 8.685e-02 | 5.061e-03 
 16 | 5.140e-02 | 7.340e-02 | 3.434e-03 
 17 | 4.033e-02 | 6.042e-02 | 2.252e-03 
 18 | 3.121e-02 | 4.842e-02 | 1.714e-03 
 19 | 2.413e-02 | 3.796e-02 | 1.168e-03 
 20 | 1.828e-02 | 3.021e-02 | 7.891e-04 
 21 | 1.321e-02 | 2.475e-02 | 5.189e-04 
 22 | 9.681e-03 | 1.899e-02 | 3.085e-04 
 23 | 7.221e-03 | 1.420e-02 | 2.393e-04 
 24 | 4.911e-03 | 1.124e-02 | 2.149e-04 
 25 | 3.382e-03 | 7.831e-03 | 1.532e-04 
 26 | 2.056e-03 | 6.105e-03 | 1.064e-04 
 27 | 1.306e-03 | 4.188e-03 | 9.894e-05 
 28 | 8.161e-04 | 2.860e-03 | 2.440e-05 
 29 | 4.542e-04 | 1.909e-03 | 4.463e-05 
 30 | 3.064e-04 | 1.483e-03 | 2.006e-05 
 31 | 1.693e-04 | 1.010e-03 | 3.609e-05 
 32 | 7.555e-05 | 5.454e-04 | 1.052e-05 
 33 | 6.100e-05 | 4.255e-04 | 3.460e-05 
 34 | 4.955e-05 | 1.800e-04 | 1.826e-05 
 35 | 8.884e-05 | 8.127e-05 | 4.463e-05 
 36 | 1.209e-04 | 5.052e-05 | 3.037e-05 
 37 | 9.989e-05 | 7.392e-06 | -9.543e-07 
 38 | 8.466e-05 | 3.920e-06 | -5.304e-06 
 39 | 7.162e-05 | -1.376e-06 | -1.932e-05 
 40 | 7.783e-05 | -7.532e-06 | -1.346e-06 
 41 | 1.147e-04 | 4.670e-06 | 3.595e-05 
 42 | 1.266e-04 | 1.074e-05 | -1.195e-07 
 43 | 1.072e-04 | 1.216e-05 | 2.162e-05 
 44 | 7.047e-05 | 1.774e-05 | 6.994e-06 
 45 | 7.310e-05 | 3.384e-05 | 3.944e-05 
 46 | 8.015e-05 | 2.635e-07 | 3.261e-05 
 47 | 4.172e-05 | 1.461e-05 | -2.850e-06 
 48 | 7.184e-05 | 2.913e-05 | -1.496e-05 
 49 | 4.061e-05 | 1.877e-05 | -7.176e-06 
____________ Calculating S for kt = 100 __________________
Opening /Users/pratt/data/bb/cgc/oscar.dat
OSCAR file read: 4000 events, na=61900, nb=61900
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | -4.058e+00 | -4.058e+00 | -4.058e+00 
  1 | -3.841e+00 | -3.923e+00 | -3.756e+00 
  2 | -3.557e+00 | -3.719e+00 | -3.371e+00 
  3 | -3.263e+00 | -3.506e+00 | -2.933e+00 
  4 | -2.928e+00 | -3.267e+00 | -2.476e+00 
  5 | -2.598e+00 | -3.003e+00 | -2.037e+00 
  6 | -2.270e+00 | -2.762e+00 | -1.643e+00 
  7 | -1.957e+00 | -2.525e+00 | -1.291e+00 
  8 | -1.669e+00 | -2.281e+00 | -1.007e+00 
  9 | -1.392e+00 | -2.045e+00 | -7.642e-01 
 10 | -1.147e+00 | -1.817e+00 | -5.744e-01 
 11 | -9.249e-01 | -1.592e+00 | -4.238e-01 
 12 | -7.451e-01 | -1.400e+00 | -3.177e-01 
 13 | -5.841e-01 | -1.222e+00 | -2.276e-01 
 14 | -4.498e-01 | -1.038e+00 | -1.621e-01 
 15 | -3.440e-01 | -8.833e-01 | -1.183e-01 
 16 | -2.557e-01 | -7.469e-01 | -8.524e-02 
 17 | -1.876e-01 | -6.279e-01 | -6.147e-02 
 18 | -1.343e-01 | -5.138e-01 | -4.269e-02 
 19 | -9.584e-02 | -4.214e-01 | -3.278e-02 
 20 | -6.506e-02 | -3.402e-01 | -2.440e-02 
 21 | -4.441e-02 | -2.789e-01 | -1.732e-02 
 22 | -2.960e-02 | -2.202e-01 | -1.266e-02 
 23 | -2.113e-02 | -1.729e-01 | -9.601e-03 
 24 | -1.314e-02 | -1.333e-01 | -8.026e-03 
 25 | -8.528e-03 | -1.050e-01 | -5.803e-03 
 26 | -6.250e-03 | -7.883e-02 | -4.862e-03 
 27 | -4.093e-03 | -5.740e-02 | -3.666e-03 
 28 | -3.871e-03 | -4.214e-02 | -3.135e-03 
 29 | -3.603e-03 | -2.887e-02 | -2.347e-03 
 30 | -3.169e-03 | -2.052e-02 | -2.243e-03 
 31 | -3.329e-03 | -1.370e-02 | -1.817e-03 
 32 | -2.874e-03 | -8.541e-03 | -1.620e-03 
 33 | -2.692e-03 | -5.180e-03 | -1.377e-03 
 34 | -2.260e-03 | -3.204e-03 | -9.202e-04 
 35 | -1.941e-03 | -1.897e-03 | -7.300e-04 
 36 | -1.652e-03 | -8.635e-04 | -4.527e-04 
 37 | -1.142e-03 | -4.874e-04 | -2.733e-04 
 38 | -6.783e-04 | -3.036e-05 | -4.156e-04 
 39 | -5.472e-04 | 5.736e-06 | -7.875e-05 
 40 | -1.862e-04 | 1.170e-04 | -1.855e-05 
 41 | -2.736e-04 | 9.538e-05 | 1.681e-05 
 42 | -1.847e-04 | -4.072e-05 | -7.190e-05 
 43 | -1.242e-04 | -1.153e-04 | 5.275e-06 
 44 | -5.126e-04 | -6.374e-05 | -3.575e-05 
 45 | -2.789e-04 | -2.957e-04 | -1.620e-05 
 46 | -3.522e-04 | -2.721e-04 | 8.189e-05 
 47 | -3.398e-04 | -3.628e-04 | 2.007e-05 
 48 | -1.087e-04 | -2.967e-04 | 1.632e-05 
 49 | -1.168e-04 | -2.586e-04 | 2.834e-05 
____________ Calculating S for kt = 150 __________________
Opening /Users/pratt/data/bb/cgc/oscar.dat
OSCAR file read: 4000 events, na=71814, nb=71814
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | 3.161e+00 | 3.161e+00 | 3.161e+00 
  1 | 2.971e+00 | 3.074e+00 | 2.972e+00 
  2 | 2.706e+00 | 2.941e+00 | 2.736e+00 
  3 | 2.427e+00 | 2.785e+00 | 2.443e+00 
  4 | 2.139e+00 | 2.608e+00 | 2.151e+00 
  5 | 1.858e+00 | 2.438e+00 | 1.861e+00 
  6 | 1.571e+00 | 2.276e+00 | 1.569e+00 
  7 | 1.319e+00 | 2.091e+00 | 1.311e+00 
  8 | 1.070e+00 | 1.912e+00 | 1.069e+00 
  9 | 8.507e-01 | 1.729e+00 | 8.698e-01 
 10 | 6.626e-01 | 1.564e+00 | 6.950e-01 
