# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.0686, SIGMA_HAD=0.58773
# NSAMPLE=10000000, Tblast=77.9643, UPERPblast(x,y)=(0.7659,0.7659)
# SOVERUD=0.6711, QUARK_ENTROPY_RATIO=0.2358, BARYON_FUDGE=0.7434
# ------- normalization=0.0114629 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0259  0.0002 -0.0199  0.0357  0.0100
0.150  0.0241  0.0002 -0.0186  0.0339  0.0088
0.250  0.0195  0.0002 -0.0185  0.0307  0.0073
0.350  0.0165  0.0002 -0.0168  0.0265  0.0068
0.450  0.0126  0.0001 -0.0139  0.0219  0.0047
0.550  0.0087  0.0001 -0.0111  0.0169  0.0029
0.650  0.0056  0.0001 -0.0093  0.0131  0.0018
0.750  0.0024  0.0000 -0.0079  0.0091  0.0011
0.850  0.0014  0.0000 -0.0057  0.0063  0.0007
0.950 -0.0001 -0.0000 -0.0042  0.0038  0.0004
1.050 -0.0005 -0.0000 -0.0030  0.0023  0.0002
1.150 -0.0008 -0.0000 -0.0020  0.0012  0.0001
1.250 -0.0004 -0.0000 -0.0008  0.0004  0.0000
1.350 -0.0002 -0.0000 -0.0004  0.0002  0.0000
1.450 -0.0002 -0.0000 -0.0002  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
