# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.143176 -----------------
#dely    BF    dB     BFVar
0.050  0.1094  0.0001  0.0024
0.150  0.1060  0.0001  0.0018
0.250  0.1065  0.0001  0.0016
0.350  0.1093  0.0001  0.0026
0.450  0.1111  0.0001  0.0025
0.550  0.1138  0.0001  0.0019
0.650  0.1121  0.0001  0.0021
0.750  0.1092  0.0001  0.0020
0.850  0.1038  0.0001  0.0012
0.950  0.0968  0.0001  0.0013
1.050  0.0859  0.0001  0.0021
1.150  0.0743  0.0001  0.0015
1.250  0.0622  0.0001  0.0019
1.350  0.0490  0.0001  0.0012
1.450  0.0378  0.0001  0.0010
1.550  0.0255  0.0001  0.0006
1.650  0.0144  0.0000  0.0004
1.750  0.0046  0.0000  0.0004
