# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0476505 -----------------
#dely    BF
0.050  0.0877  0.0038
0.150  0.0592  0.0028
0.250  0.0479  0.0024
0.350  0.0444  0.0023
0.450  0.0548  0.0030
0.550  0.0393  0.0024
0.650  0.0507  0.0034
0.750  0.0275  0.0022
0.850  0.0306  0.0029
0.950  0.0159  0.0016
1.050  0.0071  0.0010
1.150  0.0040  0.0006
1.250  0.0063  0.0012
1.350  0.0014  0.0004
1.450  0.0000  0.0000
1.550 -0.0002 -0.0001
1.650  0.0000  0.0000
1.750  0.0000  0.0000
