# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.339501 -----------------
#dely    BF    dB     BFVar
0.050  0.4718  0.0002  0.0046
0.150  0.4378  0.0002  0.0081
0.250  0.4021  0.0002  0.0040
0.350  0.3677  0.0002  0.0058
0.450  0.3284  0.0002  0.0033
0.550  0.2861  0.0002  0.0027
0.650  0.2459  0.0002  0.0044
0.750  0.2104  0.0001  0.0022
0.850  0.1714  0.0001  0.0043
0.950  0.1367  0.0001  0.0015
1.050  0.1077  0.0001  0.0017
1.150  0.0818  0.0001  0.0014
1.250  0.0586  0.0001  0.0011
1.350  0.0406  0.0001  0.0008
1.450  0.0253  0.0000  0.0011
1.550  0.0144  0.0000  0.0008
1.650  0.0068  0.0000  0.0004
1.750  0.0018  0.0000  0.0002
