# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.288184 -----------------
#dely    BF
0.050  0.4779  0.0029
0.150  0.4493  0.0028
0.250  0.3886  0.0025
0.350  0.3377  0.0023
0.450  0.2928  0.0022
0.550  0.2243  0.0018
0.650  0.2028  0.0018
0.750  0.1600  0.0016
0.850  0.1131  0.0012
0.950  0.0845  0.0011
1.050  0.0579  0.0008
1.150  0.0394  0.0006
1.250  0.0254  0.0005
1.350  0.0138  0.0003
1.450  0.0095  0.0002
1.550  0.0029  0.0001
1.650  0.0021  0.0001
1.750 -0.0001 -0.0000
