# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.205946 -----------------
#dely    BF
0.050  0.3905  0.0009
0.150  0.3448  0.0008
0.250  0.3114  0.0008
0.350  0.2899  0.0008
0.450  0.2416  0.0007
0.550  0.1822  0.0005
0.650  0.1406  0.0004
0.750  0.1042  0.0003
0.850  0.0674  0.0002
0.950  0.0428  0.0002
1.050  0.0154  0.0001
1.150 -0.0022 -0.0000
1.250 -0.0096 -0.0001
1.350 -0.0161 -0.0001
1.450 -0.0180 -0.0001
1.550 -0.0138 -0.0001
1.650 -0.0077 -0.0001
1.750 -0.0038 -0.0001
