# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.725223 -----------------
#dely    BF
0.050 -1.2481 -0.0095
0.150 -1.0997 -0.0087
0.250 -0.9876 -0.0082
0.350 -1.0199 -0.0087
0.450 -0.9175 -0.0082
0.550 -0.7202 -0.0069
0.650 -0.5007 -0.0050
0.750 -0.4896 -0.0053
0.850 -0.2956 -0.0035
0.950 -0.1359 -0.0017
1.050 -0.1308 -0.0018
1.150 -0.0065 -0.0001
1.250  0.0266  0.0005
1.350  0.1349  0.0027
1.450  0.0574  0.0013
1.550  0.0400  0.0011
1.650  0.0370  0.0014
1.750  0.0038  0.0002
