           0.05         0.2218         0.1944         0.3186         0.2566         0.2824         0.2094         0.3654         0.2945         0.2737         0.2281         0.3022         0.3319         0.3506         0.3378         0.3452         0.2364         0.3322         0.1822          0.243         0.2272	0.154563
           0.15         0.2229         0.1691          0.319         0.2567         0.2685         0.1998         0.3156         0.2659         0.2105         0.2141         0.2868         0.3282         0.2877         0.3133         0.2975         0.1958          0.299         0.1685         0.2442         0.2115	0.325801
           0.25         0.2022          0.174         0.2805         0.2198         0.2324         0.1725         0.2706         0.2438         0.2335         0.1936         0.2744         0.2779         0.2675         0.2774         0.2909          0.212         0.2902         0.1564         0.2195         0.2295	0.291725
           0.35         0.1785         0.1871         0.2633         0.2001         0.2108         0.1764         0.2657         0.2181           0.21         0.1752         0.2303         0.2701         0.2318         0.2489         0.2629         0.2021         0.2491         0.1587         0.2165         0.2018	0.244409
           0.45         0.1707         0.1617         0.2208         0.1908         0.2055         0.1612         0.2325         0.1908         0.1832         0.1758         0.2126         0.2376         0.2217         0.1973         0.2179         0.1643          0.214         0.1418         0.1833         0.1756	0.213718
           0.55         0.1487          0.139         0.1979         0.1736         0.1778         0.1395         0.1963         0.1688          0.172         0.1422         0.1866         0.2154         0.1966         0.1867         0.2283         0.1475         0.1948         0.1367         0.1716         0.1576	0.176366
           0.65         0.1314         0.1174         0.1611         0.1597         0.1439         0.1307         0.1699          0.148         0.1512         0.1468         0.1669         0.1561         0.1481          0.162         0.1588         0.1253         0.1652         0.1229         0.1303         0.1366	0.145787
           0.75         0.1211         0.1174         0.1359         0.1184         0.1179         0.1118         0.1456         0.1321         0.1262         0.1209         0.1278         0.1331         0.1405         0.1349         0.1339         0.1126         0.1291         0.1102         0.1267         0.1229	0.118907
           0.85         0.1015         0.0969         0.1114         0.1023         0.0992         0.1036         0.1129         0.0966         0.1146         0.0975         0.1126         0.1179         0.1065         0.0929         0.1063         0.0982         0.1056         0.0984         0.0989         0.1083	0.091020
           0.95         0.0931         0.0743         0.0883         0.0708         0.0839         0.0726         0.0847         0.0782         0.0831         0.0849         0.0875         0.0906         0.0796         0.0804         0.0764         0.0843         0.0917         0.0755         0.0791         0.0906	0.071419
           1.05          0.056         0.0682         0.0704         0.0666           0.07         0.0735         0.0595         0.0667         0.0636         0.0696         0.0629         0.0618         0.0683         0.0578         0.0526         0.0576         0.0731         0.0594         0.0717         0.0593	0.050490
           1.15         0.0536          0.047         0.0465         0.0526         0.0461         0.0504         0.0506         0.0478         0.0452         0.0568         0.0437         0.0464         0.0436         0.0421         0.0429         0.0556         0.0483         0.0468         0.0513         0.0365	0.033986
           1.25         0.0351         0.0321         0.0313         0.0307          0.031          0.029         0.0339         0.0321         0.0335         0.0304         0.0352         0.0272         0.0334         0.0227         0.0299         0.0335         0.0253         0.0355         0.0287          0.035	0.025627
           1.35         0.0196         0.0254         0.0225         0.0245         0.0191         0.0253         0.0172         0.0188         0.0249         0.0234         0.0231         0.0193         0.0175          0.018         0.0229         0.0239         0.0208          0.027         0.0245         0.0261	0.017172
           1.45         0.0139         0.0106         0.0105         0.0163         0.0131         0.0173         0.0154         0.0137         0.0187         0.0144         0.0152         0.0093         0.0111         0.0149         0.0078         0.0148         0.0104         0.0152         0.0115          0.013	0.008126
           1.55         0.0054         0.0073         0.0089         0.0086         0.0074         0.0073         0.0074         0.0065         0.0072         0.0102         0.0042         0.0064         0.0087          0.007         0.0004          0.007         0.0062         0.0095         0.0065         0.0074	0.004446
           1.65         0.0032         0.0028         0.0015         0.0009         0.0022         0.0045         0.0017         0.0004         0.0024         0.0026         0.0026         0.0003         0.0017         0.0009         0.0001         0.0034         0.0006         0.0044         0.0034         0.0035	0.002682
           1.75              0         0.0001         0.0004             -0              0              0        -0.0002         0.0001        -0.0003         0.0001         0.0001        -0.0001         0.0003         0.0001         0.0001        -0.0005        -0.0001         0.0007         0.0003         0.0003	0.000825
	0.000322
	-0.000013
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
