# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.25989 -----------------
#dely    BF
0.050  0.4060  0.0032
0.150  0.3713  0.0030
0.250  0.3381  0.0028
0.350  0.3128  0.0028
0.450  0.2618  0.0025
0.550  0.2179  0.0022
0.650  0.1875  0.0021
0.750  0.1533  0.0018
0.850  0.1210  0.0016
0.950  0.0883  0.0013
1.050  0.0513  0.0008
1.150  0.0361  0.0007
1.250  0.0304  0.0007
1.350  0.0142  0.0004
1.450  0.0056  0.0002
1.550  0.0010  0.0000
1.650  0.0025  0.0002
1.750 -0.0001 -0.0000
