# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.252096 -----------------
#dely    BF    dB     BFVar
0.050  0.4315  0.0002  0.0093
0.150  0.3986  0.0002  0.0062
0.250  0.3516  0.0002  0.0105
0.350  0.3047  0.0002  0.0076
0.450  0.2574  0.0002  0.0034
0.550  0.2077  0.0001  0.0067
0.650  0.1645  0.0001  0.0038
0.750  0.1267  0.0001  0.0018
0.850  0.0936  0.0001  0.0016
0.950  0.0683  0.0001  0.0043
1.050  0.0469  0.0001  0.0014
1.150  0.0310  0.0000  0.0015
1.250  0.0195  0.0000  0.0008
1.350  0.0107  0.0000  0.0007
1.450  0.0054  0.0000  0.0005
1.550  0.0022  0.0000  0.0002
1.650  0.0006  0.0000  0.0001
1.750 -0.0000 -0.0000  0.0000
