# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.28837 -----------------
#dely    BF
0.050  0.4764  0.0030
0.150  0.4357  0.0028
0.250  0.3928  0.0027
0.350  0.3566  0.0026
0.450  0.2964  0.0023
0.550  0.2610  0.0022
0.650  0.1770  0.0016
0.750  0.1532  0.0015
0.850  0.1129  0.0012
0.950  0.0757  0.0009
1.050  0.0505  0.0007
1.150  0.0401  0.0006
1.250  0.0274  0.0005
1.350  0.0137  0.0003
1.450  0.0100  0.0002
1.550  0.0042  0.0001
1.650 -0.0001 -0.0000
1.750  0.0000  0.0000
