! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.9605  4.041  3.804  3.570  6.825  1.065
 100.0 0.9495  5.099  4.145  3.458  5.948  1.198
 150.0 0.9427  6.259  4.264  3.302  5.088  1.291
 200.0 0.9363  7.526  4.307  3.173  4.539  1.357
 250.0 0.9337  8.533  4.159  3.040  4.105  1.368
 300.0 0.9311  9.526  4.018  2.913  3.761  1.379
 350.0 0.9335 10.502  3.890  2.808  3.547  1.385
 400.0 0.9365 11.411  3.759  2.713  3.318  1.386
 450.0 0.9340 12.280  3.638  2.609  3.159  1.394
 500.0 0.9356 12.982  3.490  2.510  3.032  1.390
