# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.279605 -----------------
#dely    BF    dB     BFVar
0.050  0.4830  0.0002  0.0044
0.150  0.4415  0.0002  0.0050
0.250  0.3881  0.0002  0.0047
0.350  0.3318  0.0002  0.0065
0.450  0.2781  0.0002  0.0031
0.550  0.2246  0.0001  0.0030
0.650  0.1759  0.0001  0.0018
0.750  0.1387  0.0001  0.0027
0.850  0.1045  0.0001  0.0021
0.950  0.0768  0.0001  0.0018
1.050  0.0549  0.0001  0.0014
1.150  0.0382  0.0000  0.0015
1.250  0.0252  0.0000  0.0010
1.350  0.0161  0.0000  0.0009
1.450  0.0102  0.0000  0.0005
1.550  0.0053  0.0000  0.0005
1.650  0.0025  0.0000  0.0003
1.750  0.0006  0.0000  0.0002
