# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.266089 -----------------
#dely    BF
0.050  0.3333  0.0023
0.150  0.3663  0.0026
0.250  0.3522  0.0026
0.350  0.2788  0.0021
0.450  0.2732  0.0022
0.550  0.2150  0.0019
0.650  0.2199  0.0020
0.750  0.1278  0.0013
0.850  0.1748  0.0019
0.950  0.1101  0.0013
1.050  0.0884  0.0012
1.150  0.0475  0.0007
1.250  0.0514  0.0009
1.350  0.0259  0.0005
1.450  0.0040  0.0001
1.550 -0.0029 -0.0001
1.650 -0.0009 -0.0000
1.750 -0.0038 -0.0003
