# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0954029 -----------------
#dely    BF
0.050  0.9126  0.0060
0.150  0.8670  0.0058
0.250  0.7681  0.0054
0.350  0.4190  0.0031
0.450  0.3200  0.0025
0.550  0.2286  0.0019
0.650 -0.0226 -0.0002
0.750 -0.3424 -0.0033
0.850 -0.4631 -0.0050
0.950 -0.4841 -0.0057
1.050 -0.7279 -0.0095
1.150 -0.6802 -0.0102
1.250 -0.4503 -0.0076
1.350 -0.5199 -0.0102
1.450 -0.2814 -0.0067
1.550 -0.2850 -0.0082
1.650 -0.1498 -0.0058
1.750 -0.0626 -0.0046
