# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.11193 -----------------
#dely    BF    dB     BFVar
0.050  0.1722  0.0022  0.0085
0.150  0.1662  0.0022  0.0084
0.250  0.1570  0.0022  0.0097
0.350  0.1321  0.0019  0.0163
0.450  0.1206  0.0019  0.0082
0.550  0.0948  0.0016  0.0136
0.650  0.0809  0.0015  0.0184
0.750  0.0680  0.0014  0.0054
0.850  0.0473  0.0012  0.0065
0.950  0.0328  0.0010  0.0024
1.050  0.0232  0.0008  0.0032
1.150  0.0142  0.0006  0.0027
1.250  0.0061  0.0004  0.0012
1.350  0.0032  0.0003  0.0006
1.450  0.0007  0.0001  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
