# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.26631 -----------------
#dely    BF
0.050  0.4696  0.0037
0.150  0.4258  0.0035
0.250  0.3631  0.0032
0.350  0.3362  0.0031
0.450  0.2702  0.0027
0.550  0.2156  0.0024
0.650  0.1762  0.0021
0.750  0.1253  0.0017
0.850  0.0977  0.0014
0.950  0.0772  0.0013
1.050  0.0513  0.0009
1.150  0.0288  0.0006
1.250  0.0157  0.0004
1.350  0.0063  0.0002
1.450  0.0023  0.0001
1.550  0.0024  0.0001
1.650 -0.0007 -0.0001
1.750 -0.0001 -0.0000
