# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.155974 -----------------
#dely    BF
0.050  0.4648  0.0074
0.150  0.3680  0.0061
0.250  0.2716  0.0049
0.350  0.1825  0.0039
0.450  0.1179  0.0028
0.550  0.0688  0.0019
0.650  0.0374  0.0012
0.750  0.0232  0.0009
0.850  0.0134  0.0006
0.950  0.0066  0.0004
1.050  0.0036  0.0003
1.150  0.0014  0.0001
1.250  0.0003  0.0000
1.350  0.0003  0.0001
1.450 -0.0001 -0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
