# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.128167 -----------------
#dely    BF    dB     BFVar
0.050  0.2035  0.0023  0.0233
0.150  0.1801  0.0022  0.0100
0.250  0.1705  0.0021  0.0081
0.350  0.1613  0.0022  0.0114
0.450  0.1440  0.0020  0.0090
0.550  0.1134  0.0018  0.0076
0.650  0.0973  0.0017  0.0077
0.750  0.0769  0.0015  0.0058
0.850  0.0523  0.0012  0.0048
0.950  0.0388  0.0011  0.0044
1.050  0.0217  0.0007  0.0087
1.150  0.0125  0.0005  0.0018
1.250  0.0063  0.0004  0.0010
1.350  0.0026  0.0002  0.0006
1.450  0.0005  0.0001  0.0005
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
