# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0566788 -----------------
#dely    BF    dB     BFVar
0.050  0.1171  0.0001  0.0021
0.150  0.1079  0.0001  0.0014
0.250  0.0948  0.0001  0.0011
0.350  0.0818  0.0000  0.0020
0.450  0.0694  0.0000  0.0022
0.550  0.0546  0.0000  0.0028
0.650  0.0400  0.0000  0.0016
0.750  0.0274  0.0000  0.0010
0.850  0.0163  0.0000  0.0006
0.950  0.0069  0.0000  0.0013
1.050 -0.0009 -0.0000  0.0008
1.150 -0.0068 -0.0000  0.0008
1.250 -0.0089 -0.0000  0.0006
1.350 -0.0098 -0.0000  0.0006
1.450 -0.0090 -0.0000  0.0006
1.550 -0.0076 -0.0000  0.0004
1.650 -0.0047 -0.0000  0.0003
1.750 -0.0016 -0.0000  0.0001
