# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0432793 -----------------
#dely    BF
0.050 -0.0868 -0.0001
0.150 -0.0758 -0.0001
0.250 -0.0702 -0.0001
0.350 -0.0577 -0.0001
0.450 -0.0432 -0.0001
0.550 -0.0346 -0.0001
0.650 -0.0266 -0.0000
0.750 -0.0192 -0.0000
0.850 -0.0137 -0.0000
0.950 -0.0092 -0.0000
1.050 -0.0056 -0.0000
1.150 -0.0012 -0.0000
1.250  0.0010  0.0000
1.350  0.0027  0.0000
1.450  0.0032  0.0000
1.550  0.0027  0.0000
1.650  0.0015  0.0000
1.750  0.0001  0.0000
