# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0809318 -----------------
#dely    BF    dB     BFVar
0.050  0.1405  0.0004  0.0042
0.150  0.1345  0.0004  0.0028
0.250  0.1242  0.0004  0.0043
0.350  0.1069  0.0004  0.0037
0.450  0.0897  0.0003  0.0027
0.550  0.0728  0.0003  0.0016
0.650  0.0533  0.0003  0.0018
0.750  0.0376  0.0002  0.0008
0.850  0.0243  0.0002  0.0010
0.950  0.0138  0.0001  0.0007
1.050  0.0074  0.0001  0.0005
1.150  0.0032  0.0000  0.0003
1.250  0.0012  0.0000  0.0002
1.350  0.0001  0.0000  0.0001
1.450 -0.0000 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
