'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.611792,1.4832,0.321589,1.1734,0.66602,-0.72359,1.36431,1.02368,-0.181688,0.702075,3.01798,0.542867
0.634059,1.43638,0.300686,1.20189,0.58698,-0.721219,1.38859,0.864708,-0.156522,0.704923,3.01415,0.460142
0.644247,1.42881,0.253751,1.20957,0.726745,-0.675272,1.37821,1.16117,-0.0943167,0.698834,3.03298,0.43282
0.598553,1.52027,0.18556,1.27497,0.953475,-0.621454,1.4018,0.878765,-0.110457,0.684896,3.21659,0.470251
0.54998,1.58618,0.184141,1.27069,1.02225,-0.655957,1.33675,0.804813,-0.0231759,0.684832,3.32592,0.458996
0.545925,1.6739,0.21064,1.27299,1.17712,-0.583622,1.38154,0.914294,-0.059067,0.689977,3.35338,0.442566
0.498979,1.62078,0.193678,1.28999,1.24105,-0.590112,1.49333,1.05247,-0.038371,0.646117,3.27072,0.366037
0.459227,1.64925,0.175979,1.28425,1.14326,-0.511321,1.45725,1.0752,-0.0329869,0.57545,3.1854,0.376557
0.39907,1.58303,0.211598,1.33556,1.14538,-0.54043,1.4344,1.15657,0.0106105,0.55375,3.03238,0.380614
0.421892,1.47539,0.252046,1.37901,1.14531,-0.569139,1.48729,1.28984,0.0606413,0.551666,3.25463,0.41884
0.332807,1.19555,0.202874,1.31564,1.21622,-0.534494,1.50177,1.17677,0.0594733,0.434702,3.20578,0.458049
0.431006,1.098,0.157594,1.35533,1.15097,-0.485414,1.49898,1.10998,0.0507416,0.427966,3.08575,0.422378
0.420344,1.10379,0.169426,1.30516,0.801046,-0.520346,1.46998,1.04213,0.0719546,0.453079,3.08006,0.386199
0.355093,1.34533,0.219044,1.39046,0.548058,-0.516682,1.48554,0.582314,0.041033,0.404268,3.28251,0.343661
0.384734,1.29075,0.249732,1.39987,0.51843,-0.510429,1.49304,0.67811,0.0625454,0.400765,3.30151,0.387809
0.34745,1.41555,0.319447,1.40276,0.390398,-0.503987,1.4473,0.635387,0.081801,0.375872,3.38406,0.447178
0.399232,1.53508,0.338907,1.46875,0.39485,-0.521644,1.4576,0.514657,0.12679,0.374111,3.60835,0.503143
0.373742,1.37381,0.352537,1.39341,0.331878,-0.475957,1.46653,0.44138,0.135898,0.391018,3.63492,0.486996
0.466927,1.517,0.354519,1.32372,0.338086,-0.444626,1.61069,0.570357,0.222969,0.440582,3.57093,0.473985
0.504309,1.65035,0.322937,1.30181,0.0781923,-0.411998,1.60218,0.594222,0.266377,0.432747,3.62645,0.460534
0.535732,1.73581,0.412915,1.35521,0.0824459,-0.403004,1.64094,0.666822,0.202569,0.421881,3.51261,0.465973
0.514242,1.86544,0.374093,1.38974,0.169734,-0.402055,1.53818,0.857066,0.276898,0.349341,3.52953,0.436141
0.573935,1.88437,0.368497,1.40729,0.0661135,-0.449527,1.58471,1.00595,0.277746,0.313983,3.56967,0.407935
0.555714,1.97449,0.361119,1.39582,0.272182,-0.403884,1.52894,0.418297,0.260026,0.298285,3.69419,0.370005
0.552952,2.01766,0.359637,1.44487,0.188354,-0.427649,1.34581,0.449463,0.240931,0.218784,3.58026,0.378454
0.537725,1.8682,0.275857,1.44803,0.361464,-0.435719,1.32206,0.422669,0.159615,0.221616,3.65477,0.411245
0.596143,2.21209,0.201004,1.46022,0.341568,-0.502946,1.28081,0.419827,0.164966,0.219649,3.65188,0.542201
0.617664,2.34763,0.272837,1.44029,0.346495,-0.482435,1.2415,0.436503,0.164798,0.254083,3.67747,0.54035
0.56722,2.3271,0.307944,1.41878,0.199223,-0.514671,1.24668,0.254683,0.169597,0.282897,3.54717,0.553904
0.564634,2.24652,0.320966,1.39193,0.309651,-0.488394,1.24953,0.167381,0.198969,0.237353,3.97284,0.588016
0.498195,2.24485,0.299121,1.41408,0.339615,-0.494327,1.18662,0.187633,0.141154,0.263523,3.6537,0.58459
0.532272,2.15805,0.321891,1.4291,0.308546,-0.538582,1.18333,0.26112,0.179413,0.278624,3.57254,0.605045
0.533965,1.83564,0.289061,1.3975,0.718884,-0.526518,1.17857,0.206561,0.181352,0.256157,3.9492,0.652268
0.512598,1.73772,0.229979,1.46163,0.66988,-0.477735,1.20057,0.372401,0.154591,0.282451,3.76819,0.651369
0.536379,1.82857,0.21545,1.47113,0.533072,-0.471909,1.15213,0.318962,0.0936053,0.344038,3.91645,0.638718
0.53472,1.82154,0.280839,1.49655,0.45357,-0.502705,1.1342,0.298359,0.0667927,0.262936,3.99733,0.678249
0.493554,1.72818,0.267631,1.59197,0.412391,-0.411767,1.09859,0.177707,0.0586405,0.317636,3.76598,0.699446
0.524309,1.76246,0.280426,1.56767,0.326088,-0.368462,1.08061,0.117274,0.0505903,0.338335,3.9177,0.729019
0.500076,1.72535,0.228208,1.66634,0.229582,-0.412004,1.14556,0.202285,0.124379,0.328682,3.90978,0.782754
0.575421,1.82586,0.281018,1.64336,0.145807,-0.286697,1.23691,0.708834,0.152859,0.422271,3.72823,0.772711
0.575848,1.81973,0.278062,1.71652,0.157638,-0.228338,1.33405,0.856523,0.149323,0.442556,3.60285,0.792536
0.58973,2.00293,0.286302,1.71333,0.284152,-0.277831,1.33861,0.83668,0.118852,0.427316,3.38502,0.814221
