'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.269364,0.292082,0.660794,0.56495,0.130586,0.138205,0.665424,0.192897,0.409156,0.316882,0.495423,0.771434
0.281084,0.284446,0.650343,0.579945,0.119091,0.13939,0.678205,0.169738,0.421739,0.318381,0.494851,0.730071
0.286446,0.283213,0.626876,0.583986,0.139417,0.162364,0.672741,0.212928,0.452842,0.315176,0.497666,0.71641
0.262396,0.298128,0.59278,0.618403,0.172391,0.189273,0.685156,0.171786,0.444771,0.30784,0.525135,0.735126
0.236832,0.308875,0.592071,0.616154,0.182393,0.172022,0.650919,0.161012,0.488412,0.307806,0.54149,0.729498
0.234697,0.323179,0.60532,0.617361,0.204915,0.208189,0.674497,0.176962,0.470466,0.310514,0.545599,0.721283
0.209989,0.314517,0.596839,0.626311,0.214213,0.204944,0.733332,0.197092,0.480814,0.28743,0.533233,0.683019
0.189067,0.319159,0.58799,0.623288,0.199992,0.244339,0.71434,0.200403,0.483507,0.250237,0.520469,0.688279
0.157405,0.308361,0.605799,0.650295,0.2003,0.229785,0.702318,0.212258,0.505305,0.238816,0.497577,0.690307
0.169417,0.290809,0.626023,0.673164,0.200289,0.215431,0.730152,0.231672,0.530321,0.237719,0.530826,0.70942
0.12253,0.245175,0.601437,0.639808,0.210601,0.232753,0.737772,0.2152,0.529737,0.176159,0.523517,0.729025
0.174213,0.229268,0.578797,0.660699,0.201113,0.257293,0.736307,0.20547,0.525371,0.172614,0.505562,0.711189
0.168602,0.230213,0.584713,0.634293,0.150223,0.239827,0.721041,0.195586,0.535977,0.185831,0.50471,0.6931
0.13426,0.269599,0.609522,0.679189,0.113431,0.241659,0.72923,0.128598,0.520517,0.160141,0.534996,0.671831
0.14986,0.260699,0.624866,0.684144,0.109122,0.244786,0.733179,0.142554,0.531273,0.158297,0.537839,0.693904
0.130237,0.28105,0.659724,0.685665,0.0905021,0.248007,0.709107,0.13633,0.540901,0.145196,0.550188,0.723589
0.15749,0.300542,0.669454,0.720395,0.0911496,0.239178,0.714526,0.118742,0.563395,0.144269,0.583742,0.751571
