# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.0907841 -----------------
#dely    BF
0.050  0.2439  0.0099
0.150  0.1650  0.0069
0.250  0.1665  0.0075
0.350  0.1335  0.0065
0.450  0.0622  0.0034
0.550  0.0306  0.0018
0.650  0.0307  0.0021
0.750  0.0418  0.0034
0.850  0.0282  0.0026
0.950 -0.0134 -0.0013
1.050  0.0228  0.0028
1.150  0.0126  0.0016
1.250 -0.0131 -0.0023
1.350 -0.0007 -0.0002
1.450 -0.0001 -0.0000
1.550 -0.0027 -0.0013
1.650  0.0000  0.0000
1.750  0.0000  0.0000
