# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0867826 -----------------
#dely    BF    dB     BFVar
0.050 -0.1202 -0.0001  0.0049
0.150 -0.1144 -0.0001  0.0043
0.250 -0.1043 -0.0000  0.0036
0.350 -0.0952 -0.0000  0.0038
0.450 -0.0832 -0.0000  0.0027
0.550 -0.0745 -0.0000  0.0029
0.650 -0.0633 -0.0000  0.0031
0.750 -0.0529 -0.0000  0.0016
0.850 -0.0431 -0.0000  0.0014
0.950 -0.0357 -0.0000  0.0019
1.050 -0.0280 -0.0000  0.0007
1.150 -0.0217 -0.0000  0.0012
1.250 -0.0150 -0.0000  0.0008
1.350 -0.0095 -0.0000  0.0005
1.450 -0.0049 -0.0000  0.0014
1.550 -0.0021 -0.0000  0.0007
1.650  0.0001  0.0000  0.0005
1.750  0.0002  0.0000  0.0002
