# SIGMA_QGP=1.1679, SIGMA_HAD=0.402692
# NSAMPLE=10000000, Tblast=86.4967, UPERPblast(x,y)=(0.7409,0.7409)
# SOVERUD=0.7685, QUARK_ENTROPY_RATIO=0.1769, BARYON_FUDGE=0.6441
# ------- normalization=0.231986 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3270  0.0003  0.0568  0.0964  0.1738
0.150  0.3051  0.0002  0.0536  0.0899  0.1616
0.250  0.2772  0.0002  0.0495  0.0806  0.1471
0.350  0.2511  0.0002  0.0473  0.0710  0.1327
0.450  0.2233  0.0002  0.0424  0.0612  0.1197
0.550  0.1958  0.0002  0.0385  0.0526  0.1047
0.650  0.1670  0.0002  0.0344  0.0427  0.0900
0.750  0.1404  0.0002  0.0299  0.0345  0.0760
0.850  0.1140  0.0002  0.0252  0.0268  0.0619
0.950  0.0909  0.0001  0.0213  0.0206  0.0491
1.050  0.0718  0.0001  0.0190  0.0153  0.0374
1.150  0.0539  0.0001  0.0151  0.0110  0.0279
1.250  0.0390  0.0001  0.0122  0.0076  0.0192
1.350  0.0275  0.0001  0.0095  0.0050  0.0130
1.450  0.0179  0.0001  0.0069  0.0031  0.0079
1.550  0.0108  0.0000  0.0047  0.0017  0.0044
1.650  0.0056  0.0000  0.0027  0.0007  0.0022
1.750  0.0015  0.0000  0.0008  0.0002  0.0005
