# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.113599 -----------------
#dely    BF    dB     BFVar
0.050  0.2531  0.0006  0.0049
0.150  0.2303  0.0006  0.0076
0.250  0.1944  0.0006  0.0044
0.350  0.1509  0.0005  0.0032
0.450  0.1129  0.0004  0.0043
0.550  0.0784  0.0003  0.0033
0.650  0.0519  0.0002  0.0020
0.750  0.0319  0.0002  0.0019
0.850  0.0184  0.0001  0.0011
0.950  0.0092  0.0001  0.0020
1.050  0.0040  0.0000  0.0004
1.150  0.0013  0.0000  0.0011
1.250 -0.0000 -0.0000  0.0003
1.350 -0.0004 -0.0000  0.0001
1.450 -0.0003 -0.0000  0.0000
1.550 -0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
