# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.288661 -----------------
#dely    BF
0.050  0.5093  0.0004
0.150  0.4628  0.0004
0.250  0.4136  0.0004
0.350  0.3560  0.0004
0.450  0.2935  0.0003
0.550  0.2392  0.0003
0.650  0.1901  0.0002
0.750  0.1413  0.0002
0.850  0.1041  0.0002
0.950  0.0736  0.0001
1.050  0.0473  0.0001
1.150  0.0297  0.0001
1.250  0.0167  0.0000
1.350  0.0075  0.0000
1.450  0.0033  0.0000
1.550 -0.0002 -0.0000
1.650 -0.0008 -0.0000
1.750 -0.0004 -0.0000
