# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.289511 -----------------
#dely    BF    dB     BFVar
0.050  0.3580  0.0002  0.0031
0.150  0.3403  0.0002  0.0047
0.250  0.3225  0.0002  0.0036
0.350  0.2998  0.0002  0.0034
0.450  0.2798  0.0002  0.0041
0.550  0.2537  0.0002  0.0040
0.650  0.2235  0.0002  0.0042
0.750  0.1956  0.0002  0.0031
0.850  0.1660  0.0002  0.0017
0.950  0.1349  0.0002  0.0026
1.050  0.1053  0.0001  0.0017
1.150  0.0806  0.0001  0.0030
1.250  0.0580  0.0001  0.0009
1.350  0.0381  0.0001  0.0037
1.450  0.0235  0.0001  0.0018
1.550  0.0118  0.0000  0.0004
1.650  0.0035  0.0000  0.0003
1.750  0.0002  0.0000  0.0001
