# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.307291 -----------------
#dely    BF    dB     BFVar
0.050  0.3675  0.0002  0.0026
0.150  0.3474  0.0002  0.0053
0.250  0.3281  0.0002  0.0032
0.350  0.3063  0.0002  0.0042
0.450  0.2839  0.0002  0.0034
0.550  0.2577  0.0002  0.0032
0.650  0.2317  0.0002  0.0037
0.750  0.2042  0.0002  0.0032
0.850  0.1772  0.0001  0.0029
0.950  0.1498  0.0001  0.0024
1.050  0.1219  0.0001  0.0018
1.150  0.0960  0.0001  0.0016
1.250  0.0732  0.0001  0.0016
1.350  0.0538  0.0001  0.0011
1.450  0.0366  0.0001  0.0027
1.550  0.0227  0.0000  0.0014
1.650  0.0114  0.0000  0.0005
1.750  0.0034  0.0000  0.0003
