# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00375196 -----------------
#dely    BF
0.050 -0.0385 -0.0002
0.150 -0.0309 -0.0002
0.250 -0.0536 -0.0004
0.350 -0.0378 -0.0003
0.450 -0.0204 -0.0002
0.550 -0.0066 -0.0001
0.650 -0.0097 -0.0001
0.750  0.0125  0.0001
0.850  0.0014  0.0000
0.950  0.0143  0.0002
1.050  0.0277  0.0004
1.150  0.0181  0.0003
1.250  0.0240  0.0004
1.350  0.0255  0.0005
1.450  0.0195  0.0005
1.550  0.0106  0.0003
1.650  0.0059  0.0002
1.750  0.0005  0.0000
