# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0867826 -----------------
#dely    BF
0.050 -0.1202 -0.0001
0.150 -0.1144 -0.0001
0.250 -0.1043 -0.0000
0.350 -0.0952 -0.0000
0.450 -0.0832 -0.0000
0.550 -0.0745 -0.0000
0.650 -0.0633 -0.0000
0.750 -0.0529 -0.0000
0.850 -0.0431 -0.0000
0.950 -0.0357 -0.0000
1.050 -0.0280 -0.0000
1.150 -0.0217 -0.0000
1.250 -0.0150 -0.0000
1.350 -0.0095 -0.0000
1.450 -0.0049 -0.0000
1.550 -0.0021 -0.0000
1.650  0.0001  0.0000
1.750  0.0002  0.0000
