# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.383826 -----------------
#dely    BF
0.050  0.5783  0.0006
0.150  0.5389  0.0006
0.250  0.4813  0.0005
0.350  0.4383  0.0005
0.450  0.3894  0.0005
0.550  0.3305  0.0004
0.650  0.2758  0.0004
0.750  0.2254  0.0003
0.850  0.1784  0.0003
0.950  0.1356  0.0002
1.050  0.0996  0.0002
1.150  0.0700  0.0001
1.250  0.0461  0.0001
1.350  0.0275  0.0001
1.450  0.0149  0.0000
1.550  0.0073  0.0000
1.650  0.0015  0.0000
1.750 -0.0004 -0.0000
