# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0393757 -----------------
#dely    BF
0.050 -0.1265 -0.0001
0.150 -0.1137 -0.0001
0.250 -0.0995 -0.0001
0.350 -0.0793 -0.0001
0.450 -0.0584 -0.0001
0.550 -0.0422 -0.0001
0.650 -0.0230 -0.0000
0.750 -0.0082 -0.0000
0.850  0.0030  0.0000
0.950  0.0139  0.0000
1.050  0.0191  0.0000
1.150  0.0232  0.0000
1.250  0.0247  0.0001
1.350  0.0233  0.0001
1.450  0.0203  0.0001
1.550  0.0155  0.0001
1.650  0.0103  0.0001
1.750  0.0038  0.0000
