# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.141977 -----------------
#dely    BF    dB     BFVar
0.050  0.1796  0.0001  0.0017
0.150  0.1691  0.0001  0.0024
0.250  0.1585  0.0001  0.0030
0.350  0.1478  0.0001  0.0018
0.450  0.1355  0.0001  0.0026
0.550  0.1215  0.0001  0.0012
0.650  0.1081  0.0001  0.0013
0.750  0.0921  0.0001  0.0014
0.850  0.0780  0.0001  0.0009
0.950  0.0638  0.0001  0.0015
1.050  0.0512  0.0001  0.0007
1.150  0.0394  0.0001  0.0009
1.250  0.0298  0.0000  0.0007
1.350  0.0207  0.0000  0.0005
1.450  0.0141  0.0000  0.0005
1.550  0.0078  0.0000  0.0009
1.650  0.0027  0.0000  0.0005
1.750  0.0002  0.0000  0.0000
