# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0719852 -----------------
#dely    BF
0.050 -0.1195 -0.0002
0.150 -0.1082 -0.0001
0.250 -0.1009 -0.0001
0.350 -0.0861 -0.0001
0.450 -0.0711 -0.0001
0.550 -0.0556 -0.0001
0.650 -0.0443 -0.0001
0.750 -0.0349 -0.0001
0.850 -0.0273 -0.0001
0.950 -0.0220 -0.0000
1.050 -0.0162 -0.0000
1.150 -0.0129 -0.0000
1.250 -0.0086 -0.0000
1.350 -0.0064 -0.0000
1.450 -0.0035 -0.0000
1.550 -0.0017 -0.0000
1.650 -0.0005 -0.0000
1.750 -0.0000 -0.0000
