# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.423756 -----------------
#dely    BF    dB     BFVar
0.050  0.5414  0.0003  0.0038
0.150  0.5074  0.0002  0.0081
0.250  0.4680  0.0002  0.0048
0.350  0.4283  0.0002  0.0033
0.450  0.3892  0.0002  0.0038
0.550  0.3481  0.0002  0.0084
0.650  0.3076  0.0002  0.0046
0.750  0.2676  0.0002  0.0050
0.850  0.2285  0.0002  0.0031
0.950  0.1912  0.0002  0.0022
1.050  0.1566  0.0002  0.0020
1.150  0.1259  0.0001  0.0016
1.250  0.0977  0.0001  0.0020
1.350  0.0732  0.0001  0.0015
1.450  0.0515  0.0001  0.0011
1.550  0.0330  0.0001  0.0008
1.650  0.0174  0.0001  0.0008
1.750  0.0051  0.0000  0.0005
