# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.5810  0.3377  0.0118 2000000
0.150   0.5383  0.2898  0.0082 2000000
0.250   0.4725  0.2233  0.0079 2000000
0.350   0.4298  0.1848  0.0090 2000000
0.450   0.3646  0.1330  0.0097 2000000
0.550   0.3133  0.0982  0.0059 2000000
0.650   0.2527  0.0639  0.0043 2000000
0.750   0.2002  0.0401  0.0060 2000000
0.850   0.1591  0.0253  0.0038 2000000
0.950   0.1125  0.0128  0.0117 2000000
1.050   0.0815  0.0067  0.0040 2000000
1.150   0.0527  0.0028  0.0034 2000000
1.250   0.0357  0.0013  0.0033 2000000
1.350   0.0199  0.0004  0.0019 2000000
1.450   0.0103  0.0001  0.0010 2000000
1.550   0.0054  0.0000  0.0012 2000000
1.650   0.0004  0.0000  0.0005 2000000
1.750   0.0000  0.0000  0.0003 2000000
0.050   0.5811  0.3377  0.0083 4000000
0.150   0.5372  0.2886  0.0060 4000000
0.250   0.4747  0.2254  0.0060 4000000
0.350   0.4285  0.1836  0.0065 4000000
0.450   0.3655  0.1336  0.0069 4000000
0.550   0.3119  0.0973  0.0044 4000000
0.650   0.2511  0.0631  0.0034 4000000
0.750   0.2013  0.0406  0.0044 4000000
0.850   0.1570  0.0247  0.0035 4000000
0.950   0.1131  0.0129  0.0083 4000000
1.050   0.0821  0.0068  0.0029 4000000
1.150   0.0537  0.0029  0.0027 4000000
1.250   0.0357  0.0013  0.0024 4000000
1.350   0.0204  0.0004  0.0015 4000000
1.450   0.0106  0.0001  0.0008 4000000
1.550   0.0052  0.0000  0.0009 4000000
1.650   0.0004  0.0000  0.0004 4000000
1.750   0.0001  0.0000  0.0002 4000000
0.050   0.5805  0.3370  0.0069 6000000
0.150   0.5358  0.2871  0.0053 6000000
0.250   0.4759  0.2265  0.0052 6000000
0.350   0.4276  0.1829  0.0055 6000000
0.450   0.3663  0.1342  0.0058 6000000
0.550   0.3108  0.0966  0.0040 6000000
0.650   0.2508  0.0629  0.0029 6000000
0.750   0.2017  0.0407  0.0036 6000000
0.850   0.1562  0.0244  0.0031 6000000
0.950   0.1135  0.0129  0.0068 6000000
1.050   0.0825  0.0068  0.0025 6000000
1.150   0.0543  0.0030  0.0023 6000000
1.250   0.0358  0.0013  0.0019 6000000
1.350   0.0207  0.0004  0.0013 6000000
1.450   0.0107  0.0001  0.0007 6000000
1.550   0.0050  0.0000  0.0008 6000000
1.650   0.0006  0.0000  0.0004 6000000
1.750   0.0001  0.0000  0.0002 6000000
0.050   0.5799  0.3364  0.0060 8000000
0.150   0.5352  0.2865  0.0047 8000000
0.250   0.4768  0.2273  0.0048 8000000
0.350   0.4273  0.1826  0.0048 8000000
0.450   0.3671  0.1348  0.0052 8000000
0.550   0.3102  0.0962  0.0036 8000000
0.650   0.2506  0.0628  0.0025 8000000
0.750   0.2019  0.0408  0.0032 8000000
0.850   0.1559  0.0243  0.0027 8000000
0.950   0.1138  0.0130  0.0059 8000000
1.050   0.0827  0.0068  0.0022 8000000
1.150   0.0548  0.0030  0.0022 8000000
1.250   0.0357  0.0013  0.0017 8000000
1.350   0.0209  0.0004  0.0012 8000000
1.450   0.0108  0.0001  0.0006 8000000
1.550   0.0048  0.0000  0.0007 8000000
1.650   0.0007  0.0000  0.0004 8000000
1.750   0.0001  0.0000  0.0001 8000000
0.050   0.5795  0.3358  0.0055 10000000
0.150   0.5348  0.2860  0.0043 10000000
0.250   0.4774  0.2279  0.0045 10000000
0.350   0.4271  0.1824  0.0043 10000000
0.450   0.3676  0.1351  0.0047 10000000
0.550   0.3099  0.0960  0.0033 10000000
0.650   0.2506  0.0628  0.0022 10000000
0.750   0.2022  0.0409  0.0029 10000000
0.850   0.1558  0.0243  0.0024 10000000
0.950   0.1140  0.0130  0.0053 10000000
1.050   0.0827  0.0068  0.0019 10000000
1.150   0.0550  0.0030  0.0020 10000000
1.250   0.0357  0.0013  0.0015 10000000
1.350   0.0210  0.0004  0.0011 10000000
1.450   0.0109  0.0001  0.0005 10000000
1.550   0.0048  0.0000  0.0007 10000000
1.650   0.0007  0.0000  0.0004 10000000
1.750   0.0001  0.0000  0.0001 10000000
0.050   0.5792  0.3355  0.0050 12000000
0.150   0.5345  0.2857  0.0040 12000000
0.250   0.4780  0.2285  0.0043 12000000
0.350   0.4270  0.1823  0.0039 12000000
0.450   0.3680  0.1355  0.0045 12000000
0.550   0.3097  0.0959  0.0030 12000000
0.650   0.2507  0.0629  0.0021 12000000
0.750   0.2023  0.0409  0.0026 12000000
0.850   0.1558  0.0243  0.0022 12000000
0.950   0.1142  0.0131  0.0049 12000000
1.050   0.0827  0.0068  0.0018 12000000
1.150   0.0552  0.0030  0.0019 12000000
1.250   0.0357  0.0013  0.0014 12000000
1.350   0.0211  0.0004  0.0010 12000000
1.450   0.0109  0.0001  0.0005 12000000
1.550   0.0047  0.0000  0.0006 12000000
1.650   0.0008  0.0000  0.0004 12000000
1.750   0.0001  0.0000  0.0001 12000000
0.050   0.5790  0.3352  0.0047 14000000
0.150   0.5342  0.2854  0.0037 14000000
0.250   0.4784  0.2289  0.0041 14000000
0.350   0.4269  0.1823  0.0036 14000000
0.450   0.3683  0.1357  0.0042 14000000
0.550   0.3096  0.0959  0.0028 14000000
0.650   0.2508  0.0629  0.0019 14000000
0.750   0.2024  0.0410  0.0025 14000000
0.850   0.1557  0.0243  0.0021 14000000
0.950   0.1143  0.0131  0.0045 14000000
1.050   0.0826  0.0068  0.0016 14000000
1.150   0.0553  0.0031  0.0018 14000000
1.250   0.0357  0.0013  0.0013 14000000
1.350   0.0211  0.0004  0.0009 14000000
1.450   0.0109  0.0001  0.0005 14000000
1.550   0.0047  0.0000  0.0006 14000000
1.650   0.0008  0.0000  0.0004 14000000
1.750   0.0001  0.0000  0.0001 14000000
0.050   0.5788  0.3350  0.0044 16000000
0.150   0.5341  0.2853  0.0035 16000000
0.250   0.4788  0.2292  0.0040 16000000
0.350   0.4269  0.1822  0.0034 16000000
0.450   0.3685  0.1358  0.0040 16000000
0.550   0.3096  0.0959  0.0026 16000000
0.650   0.2509  0.0630  0.0018 16000000
0.750   0.2024  0.0410  0.0023 16000000
0.850   0.1557  0.0242  0.0019 16000000
0.950   0.1145  0.0131  0.0042 16000000
1.050   0.0826  0.0068  0.0015 16000000
1.150   0.0554  0.0031  0.0017 16000000
1.250   0.0357  0.0013  0.0012 16000000
1.350   0.0212  0.0004  0.0009 16000000
1.450   0.0110  0.0001  0.0004 16000000
1.550   0.0047  0.0000  0.0005 16000000
1.650   0.0009  0.0000  0.0003 16000000
1.750   0.0001  0.0000  0.0001 16000000
0.050   0.5787  0.3349  0.0042 18000000
0.150   0.5341  0.2853  0.0033 18000000
0.250   0.4791  0.2296  0.0038 18000000
0.350   0.4268  0.1822  0.0032 18000000
0.450   0.3686  0.1359  0.0037 18000000
0.550   0.3096  0.0959  0.0025 18000000
0.650   0.2510  0.0630  0.0017 18000000
0.750   0.2024  0.0410  0.0022 18000000
0.850   0.1557  0.0242  0.0018 18000000
0.950   0.1146  0.0131  0.0040 18000000
1.050   0.0826  0.0068  0.0014 18000000
1.150   0.0555  0.0031  0.0016 18000000
1.250   0.0357  0.0013  0.0011 18000000
