# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.251937 -----------------
#dely    BF
0.050  0.3631  0.0011
0.150  0.3363  0.0010
0.250  0.3141  0.0010
0.350  0.2808  0.0009
0.450  0.2551  0.0009
0.550  0.2231  0.0008
0.650  0.1867  0.0007
0.750  0.1500  0.0006
0.850  0.1197  0.0005
0.950  0.0939  0.0005
1.050  0.0684  0.0004
1.150  0.0508  0.0003
1.250  0.0355  0.0003
1.350  0.0231  0.0002
1.450  0.0121  0.0001
1.550  0.0056  0.0001
1.650  0.0011  0.0000
1.750 -0.0000 -0.0000
