# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.112839 -----------------
#dely    BF
0.050  0.2749  0.0018
0.150  0.2509  0.0017
0.250  0.1999  0.0015
0.350  0.1485  0.0012
0.450  0.1010  0.0009
0.550  0.0641  0.0006
0.650  0.0397  0.0004
0.750  0.0229  0.0003
0.850  0.0128  0.0002
0.950  0.0072  0.0001
1.050  0.0035  0.0001
1.150  0.0020  0.0000
1.250  0.0008  0.0000
1.350  0.0002  0.0000
1.450 -0.0001 -0.0000
1.550 -0.0000 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
