# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.272827 -----------------
#dely    BF
0.050  0.3927  0.0023
0.150  0.3785  0.0023
0.250  0.3384  0.0022
0.350  0.3206  0.0022
0.450  0.2733  0.0020
0.550  0.2383  0.0019
0.650  0.1956  0.0017
0.750  0.1689  0.0017
0.850  0.1259  0.0014
0.950  0.0898  0.0011
1.050  0.0741  0.0010
1.150  0.0502  0.0008
1.250  0.0310  0.0006
1.350  0.0242  0.0005
1.450  0.0162  0.0004
1.550  0.0093  0.0003
1.650  0.0019  0.0001
1.750 -0.0005 -0.0000
