# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.278756 -----------------
#dely    BF
0.050  0.5211  0.0004
0.150  0.4768  0.0004
0.250  0.4135  0.0004
0.350  0.3505  0.0003
0.450  0.2860  0.0003
0.550  0.2257  0.0003
0.650  0.1677  0.0002
0.750  0.1268  0.0002
0.850  0.0903  0.0001
0.950  0.0594  0.0001
1.050  0.0364  0.0001
1.150  0.0224  0.0001
1.250  0.0109  0.0000
1.350  0.0035  0.0000
1.450 -0.0000 -0.0000
1.550 -0.0015 -0.0000
1.650 -0.0012 -0.0000
1.750 -0.0008 -0.0000
