# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0328973 -----------------
#dely    BF    dB     BFVar
0.050 -0.0607 -0.0003  0.0019
0.150 -0.0579 -0.0003  0.0028
0.250 -0.0521 -0.0003  0.0024
0.350 -0.0436 -0.0003  0.0024
0.450 -0.0376 -0.0003  0.0019
0.550 -0.0294 -0.0002  0.0014
0.650 -0.0214 -0.0002  0.0018
0.750 -0.0141 -0.0001  0.0011
0.850 -0.0078 -0.0001  0.0011
0.950 -0.0042 -0.0001  0.0004
1.050 -0.0013 -0.0000  0.0004
1.150  0.0002  0.0000  0.0004
1.250  0.0004  0.0000  0.0001
1.350  0.0004  0.0000  0.0001
1.450  0.0002  0.0000  0.0003
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
