'uu_width','ud_width','us_width','ss_width'
0.972127, 0.106654, 0.102966, 1.08067
0.972127, 0.106654, 0.102966, 1.08067
0.972127, 0.106654, 0.102966, 1.08067
0.911911, 0.104557, 0.238252, 1.02773
0.856071, 0.101643, 0.476087, 1.15427
0.935395, 0.154038, 0.488679, 1.1507
0.926807, 0.203902, 0.337903, 1.1709
0.884521, 0.103447, 0.13201, 1.11414
0.867773, 0.212309, 0.160339, 0.991436
0.902778, 0.330914, 0.25832, 1.01007
0.839802, 0.119702, 0.258627, 1.0219
0.886022, 0.193925, 0.278711, 1.06819
0.910426, 0.121147, 0.252882, 1.10169
0.910426, 0.121147, 0.252882, 1.10169
0.910426, 0.121147, 0.252882, 1.10169
0.894347, 0.113693, 0.221418, 1.04996
0.908287, 0.172768, 0.309851, 1.0653
0.905647, 0.141112, 0.311809, 1.09609
0.948248, 0.173441, 0.180482, 1.20785
1.06997, 0.237782, 0.108894, 1.22789
1.11869, 0.171845, 0.186759, 1.27775
1.11267, 0.119107, 0.19225, 1.21238
1.03844, 0.18147, 0.20477, 1.28567
0.996691, 0.165987, 0.161444, 1.15195
0.880341, 0.204969, 0.358399, 1.16698
0.80601, 0.146299, 0.400314, 1.05814
0.839772, 0.157399, 0.378797, 1.07348
0.917056, 0.270247, 0.427149, 1.06291
0.963042, 0.256413, 0.410179, 1.01417
1.03066, 0.439418, 0.30136, 1.15082
1.01645, 0.493671, 0.3389, 1.23425
1.07562, 0.436963, 0.332235, 1.28435
1.03751, 0.413858, 0.376353, 1.14575
0.950535, 0.355804, 0.368163, 1.17047
0.872331, 0.21877, 0.334011, 1.11687
0.938101, 0.222243, 0.320663, 1.10797
0.901599, 0.287972, 0.264612, 1.1432
1.01954, 0.337261, 0.160291, 1.19997
1.03651, 0.377924, 0.128242, 1.21395
0.997118, 0.278912, 0.331765, 1.08917
0.965409, 0.243004, 0.245065, 1.18409
0.987588, 0.207302, 0.342472, 1.17037
1.01528, 0.166446, 0.31327, 1.20799
1.01401, 0.107432, 0.277962, 1.19251
1.01868, 0.254588, 0.286267, 1.26116
0.965974, 0.267314, 0.2464, 1.15291
0.947349, 0.171482, 0.208954, 1.11733
1.01603, 0.143193, 0.148606, 1.14067
1.01603, 0.143193, 0.148606, 1.14067
0.928062, 0.160639, 0.271883, 1.06467
0.97202, 0.191563, 0.387959, 1.13265
0.931869, 0.105903, 0.337499, 1.09479
0.931869, 0.105903, 0.337499, 1.09479
0.925853, 0.126252, 0.288786, 1.1697
1.00733, 0.116502, 0.159844, 1.17337
1.08213, 0.225389, 0.176322, 1.21292
1.06537, 0.196033, 0.172861, 1.27611
1.04903, 0.211059, 0.231244, 1.22976
1.07537, 0.255271, 0.304715, 1.2289
1.04636, 0.128766, 0.410648, 1.2664
1.09242, 0.128877, 0.305056, 1.27067
1.09242, 0.128877, 0.305056, 1.27067
1.10154, 0.133032, 0.278093, 1.20007
0.937926, 0.122095, 0.134777, 1.26173
0.986094, 0.116492, 0.133659, 1.20278
0.987681, 0.109657, 0.168341, 1.26534
0.987681, 0.109657, 0.168341, 1.26534
0.956042, 0.106656, 0.159569, 1.16678
0.989711, 0.108124, 0.136695, 1.18297
0.989711, 0.108124, 0.136695, 1.18297
0.97804, 0.100884, 0.114997, 1.22317
0.97804, 0.100884, 0.114997, 1.22317
0.97804, 0.100884, 0.114997, 1.22317
0.97804, 0.100884, 0.114997, 1.22317
0.97804, 0.100884, 0.114997, 1.22317
0.97804, 0.100884, 0.114997, 1.22317
