# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0760153 -----------------
#dely    BF    dB     BFVar
0.050  0.1972  0.0015  0.0084
0.150  0.1611  0.0013  0.0114
0.250  0.1157  0.0011  0.0127
0.350  0.0827  0.0008  0.0037
0.450  0.0587  0.0007  0.0048
0.550  0.0397  0.0006  0.0161
0.650  0.0313  0.0005  0.0039
0.750  0.0250  0.0005  0.0021
0.850  0.0185  0.0005  0.0020
0.950  0.0137  0.0004  0.0016
1.050  0.0087  0.0003  0.0012
1.150  0.0045  0.0002  0.0008
1.250  0.0022  0.0002  0.0003
1.350  0.0011  0.0001  0.0019
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
