# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.215486 -----------------
#dely    BF
0.050  0.7152  0.0050
0.150  0.4869  0.0035
0.250  0.2660  0.0020
0.350  0.2551  0.0021
0.450  0.0039  0.0000
0.550 -0.1215 -0.0012
0.650 -0.2447 -0.0026
0.750 -0.2740 -0.0032
0.850 -0.3798 -0.0050
0.950 -0.6848 -0.0103
1.050 -0.5030 -0.0088
1.150 -0.6623 -0.0135
1.250 -0.3663 -0.0090
1.350 -0.3983 -0.0121
1.450 -0.0985 -0.0038
1.550 -0.1320 -0.0071
1.650 -0.0160 -0.0015
1.750 -0.0009 -0.0002
