nan 0.657021 0.208983 0.992636 0.867098 0.981779 0.752273 0.183522 0.952923 -104.683 13.5346 -2.05913 3.25321 26.4852 5.64065 4.28452 -3.9075 13.7157 2.3705 1.31848 -1.61047 14.7143 7.19907 0.395034 0.904575 
nan 0.658871 0.205502 0.994011 0.86862 0.977136 0.752199 0.182673 0.949175 -105.188 13.7284 -1.89159 3.16215 26.6222 5.67856 4.24263 -3.97181 13.6974 2.34441 1.30931 -1.59627 14.5905 7.12076 0.421408 0.862043 
nan 0.655451 0.207851 0.997897 0.868853 0.975228 0.75174 0.185593 0.951637 -103.753 13.2726 -1.97955 3.1839 26.3941 5.78366 4.2812 -3.9288 13.6421 2.36124 1.27166 -1.59475 14.6761 6.98633 0.398177 0.860972 
nan 0.654611 0.207319 0.999727 0.865614 0.978399 0.750311 0.187134 0.954168 -103.95 13.1835 -2.19418 3.22796 26.7692 5.74255 4.3409 -3.91122 13.7455 2.30314 1.2307 -1.59503 14.7064 6.93054 0.385922 0.80749 
nan 0.653041 0.20093 0.995687 0.856906 0.977501 0.744196 0.182515 0.952182 -103.633 13.25 -1.87327 3.04401 26.7608 5.71216 4.19659 -3.96873 13.6596 2.38443 1.29184 -1.57525 14.8348 7.06271 0.44161 0.783088 
nan 0.65033 0.204884 0.996806 0.852271 0.975787 0.743759 0.180526 0.952275 -101.021 12.3828 -2.0243 3.04442 26.4477 5.80767 4.24189 -3.89305 13.5814 2.44474 1.26249 -1.57447 15.0912 7.04676 0.440526 0.777673 
nan 0.655581 0.203415 0.997761 0.852917 0.977825 0.738669 0.182413 0.951637 -103.146 13.4071 -1.8732 3.01395 26.7873 5.63487 4.15223 -4.00067 13.6408 2.39262 1.27705 -1.58174 15.002 7.09608 0.416026 0.786474 
nan 0.65636 0.205114 0.990483 0.846436 0.972566 0.738031 0.179213 0.956585 -103.447 13.2823 -1.80349 2.97703 26.8513 5.51618 4.11299 -3.92072 13.7251 2.46992 1.34688 -1.56716 15.0143 7.3193 0.47466 0.838696 
nan 0.651969 0.207624 0.992959 0.848732 0.971279 0.733394 0.175079 0.953056 -102.131 13.1753 -1.60142 2.89335 26.508 5.64134 4.04884 -3.98599 13.546 2.51663 1.35023 -1.56746 15.1279 7.26722 0.474198 0.815373 
nan 0.653006 0.200556 0.996651 0.843795 0.973157 0.740317 0.172936 0.949566 -102.669 13.1495 -1.66582 2.89677 26.974 5.60687 4.16556 -3.97357 13.7408 2.48479 1.33349 -1.57459 14.8504 7.36201 0.502959 0.774638 
nan 0.656222 0.203324 0.999954 0.843905 0.977708 0.736226 0.176137 0.944729 -102.458 13.4213 -1.74117 2.89893 26.9831 5.57505 4.13899 -4.04769 13.6826 2.42912 1.28176 -1.5865 14.9977 7.28413 0.454605 0.753076 
nan 0.657977 0.202918 0.9993 0.843104 0.979594 0.735857 0.177543 0.94597 -102.218 13.1656 -1.82705 2.94036 26.8873 5.64213 4.14937 -4.01822 13.6337 2.42535 1.28603 -1.5811 15.087 7.20669 0.449691 0.733163 
nan 0.658974 0.196933 0.996852 0.836131 0.984959 0.732361 0.182117 0.940855 -103.786 13.7437 -1.8829 2.85344 27.5458 5.43451 4.09768 -4.10093 13.7691 2.32415 1.2419 -1.57101 15.0588 7.24645 0.468881 0.68142 
nan 0.660265 0.197219 0.997674 0.837802 0.980862 0.730885 0.181909 0.941716 -105.588 14.4055 -1.66314 2.75858 27.7426 5.29563 3.98642 -4.15124 13.8185 2.31499 1.27428 -1.55326 14.9171 7.31098 0.50241 0.718476 
nan 0.665102 0.202415 0.994378 0.835976 0.97723 0.728556 0.181463 0.944153 -104.969 14.0892 -1.94446 2.90778 27.6107 5.25914 4.0894 -4.04556 13.8906 2.32015 1.25708 -1.57192 14.9792 7.35634 0.463288 0.78311 
nan 0.659246 0.204867 0.992355 0.831216 0.970156 0.728138 0.173686 0.94565 -103.081 13.6681 -1.56809 2.75041 27.2864 5.30652 3.99717 -4.01831 13.7951 2.49753 1.34438 -1.55861 15.0838 7.58961 0.536084 0.805277 
nan 0.652954 0.19907 0.997275 0.833744 0.974291 0.724975 0.175343 0.936112 -102.622 13.6457 -1.4736 2.65129 27.3125 5.4813 3.97591 -4.14341 13.6609 2.43199 1.2779 -1.54968 15.066 7.34331 0.535059 0.690484 
nan 0.659284 0.19769 0.999706 0.833761 0.976844 0.720894 0.175796 0.933949 -103.68 14.4001 -1.46428 2.64189 27.5553 5.30995 3.91851 -4.22718 13.7005 2.37675 1.26254 -1.56387 15.1123 7.38188 0.491601 0.695724 
nan 0.655679 0.193167 0.999953 0.833228 0.975514 0.724035 0.178609 0.937445 -103.359 13.7571 -1.71801 2.77269 27.557 5.40801 4.07783 -4.09882 13.8063 2.37589 1.24775 -1.56685 14.9748 7.31611 0.488448 0.708988 
nan 0.651465 0.195122 0.997535 0.841662 0.977836 0.730472 0.180324 0.932813 -103.656 13.721 -1.56455 2.71151 27.3624 5.58317 4.03618 -4.16933 13.6596 2.34557 1.24282 -1.54895 14.8651 7.15932 0.525083 0.658662 
nan 0.648063 0.195686 0.998835 0.841248 0.977548 0.735081 0.181208 0.929745 -103.654 13.6223 -1.5829 2.7013 27.4542 5.67192 4.06707 -4.20553 13.6345 2.30848 1.22171 -1.54764 14.8102 7.07082 0.531908 0.590248 
nan 0.647016 0.19037 0.999163 0.836718 0.980711 0.734869 0.182444 0.936937 -102.753 13.0063 -1.75361 2.75151 27.4783 5.698 4.14732 -4.08831 13.7136 2.34278 1.21366 -1.5419 14.8449 7.06439 0.535416 0.603091 
nan 0.649427 0.190917 0.999595 0.834921 0.978442 0.734467 0.182498 0.935093 -103.051 13.2824 -1.75848 2.75821 27.5419 5.64739 4.13389 -4.13075 13.7121 2.32115 1.21032 -1.55273 14.8797 7.0947 0.517577 0.59661 
nan 0.6448 0.184106 0.997297 0.832935 0.978709 0.732528 0.181416 0.929224 -103.686 13.2238 -1.58032 2.60694 27.8211 5.66 4.0913 -4.15399 13.7638 2.32052 1.21352 -1.52046 14.6749 7.11021 0.60273 0.554009 
nan 0.644228 0.181593 0.994733 0.831471 0.98331 0.734634 0.17657 0.926086 -104.393 13.0706 -1.56105 2.59835 27.9801 5.69759 4.13162 -4.14062 13.8114 2.31549 1.24779 -1.51245 14.524 7.1916 0.660364 0.516199 
nan 0.643155 0.180228 0.996246 0.830752 0.984936 0.734787 0.177735 0.93034 -103.447 13.0169 -1.61211 2.62016 27.872 5.71895 4.12513 -4.1562 13.7441 2.32352 1.22923 -1.52364 14.7174 7.12917 0.613619 0.497423 
nan 0.645788 0.183947 0.995606 0.829424 0.986924 0.735712 0.182439 0.930075 -103.39 12.9405 -1.78329 2.67749 27.8921 5.68599 4.15704 -4.13122 13.7743 2.29111 1.20043 -1.52917 14.771 7.10092 0.592854 0.513678 
nan 0.642796 0.177992 0.9998 0.833443 0.982425 0.733579 0.17978 0.92959 -103.672 13.1349 -1.67338 2.61383 27.9961 5.72016 4.13912 -4.18304 13.7711 2.2666 1.16889 -1.52272 14.6382 6.9836 0.588668 0.486675 
nan 0.641843 0.177565 0.999675 0.831847 0.982329 0.734576 0.17755 0.925665 -103.227 13.0438 -1.48976 2.55403 27.9429 5.75838 4.14602 -4.18637 13.7714 2.32481 1.20019 -1.52406 14.5326 7.10734 0.623487 0.481852 
nan 0.641145 0.1751 0.994532 0.835525 0.985416 0.732958 0.178995 0.932387 -104.373 13.255 -1.54479 2.60108 27.8951 5.7395 4.06957 -4.19157 13.6957 2.29582 1.24078 -1.51081 14.6999 7.02055 0.614347 0.477492 
nan 0.639835 0.177085 0.993528 0.833618 0.990981 0.730959 0.178682 0.927384 -103.649 13.1025 -1.5692 2.5776 27.8017 5.80412 4.054 -4.2421 13.5937 2.28062 1.22206 -1.51186 14.8421 6.98415 0.61905 0.423192 
nan 0.640514 0.17714 0.991502 0.832789 0.986092 0.725749 0.176884 0.929587 -104.095 13.402 -1.41908 2.50913 27.818 5.70891 3.9551 -4.25373 13.5891 2.3156 1.25838 -1.49971 14.8978 7.05573 0.633133 0.456365 
nan 0.643059 0.18112 0.994311 0.826926 0.986751 0.729378 0.176854 0.928026 -103.186 13.0942 -1.56425 2.55543 27.8854 5.68457 4.05074 -4.20177 13.6827 2.32746 1.23172 -1.51666 14.8824 7.15282 0.624754 0.470641 
nan 0.646753 0.178764 0.999356 0.827718 0.995302 0.71924 0.169336 0.932615 -102.74 13.7864 -1.4558 2.54072 27.7774 5.59795 3.92126 -4.33262 13.5151 2.32932 1.24977 -1.54269 15.3019 7.15244 0.537664 0.428308 
nan 0.644626 0.177896 0.994881 0.825769 0.995854 0.717469 0.169625 0.93806 -102.647 13.5583 -1.47179 2.54177 27.727 5.61196 3.88541 -4.29064 13.4798 2.35141 1.27779 -1.52527 15.4299 7.12854 0.555819 0.422011 
nan 0.641959 0.177805 0.995811 0.825287 0.99324 0.715093 0.172169 0.936842 -102.268 13.4119 -1.4541 2.50133 27.6983 5.65223 3.87034 -4.29376 13.4505 2.3513 1.2538 -1.51369 15.4388 7.04739 0.563033 0.411104 
nan 0.650164 0.17894 0.996321 0.824746 0.994688 0.718903 0.176057 0.936326 -103.625 13.8681 -1.63303 2.58326 28.0075 5.47196 3.92662 -4.28036 13.6251 2.29091 1.23572 -1.53505 15.3174 7.13929 0.527816 0.463218 
nan 0.6516 0.186148 0.995184 0.826235 0.997714 0.718665 0.172416 0.935046 -102.755 13.8102 -1.60951 2.61813 27.6836 5.50855 3.90695 -4.29111 13.5153 2.32408 1.2571 -1.54849 15.4792 7.20177 0.512221 0.474748 
nan 0.654009 0.185729 0.992478 0.827776 0.994874 0.718035 0.176879 0.937493 -103.949 14.0886 -1.64764 2.63287 27.8131 5.40844 3.88076 -4.27226 13.582 2.29706 1.2614 -1.54008 15.4234 7.18923 0.508445 0.517165 
