# ICODE=321, JCODE=-321
# SIGMA_QGP=1.1345, SIGMA_HAD=0.524139
# NSAMPLE=10000000, Tblast=80.1236, UPERPblast(x,y)=(0.8045,0.8045)
# SOVERUD=0.696, QUARK_ENTROPY_RATIO=0.2156, BARYON_FUDGE=0.7357
# ------- normalization=0.0561012 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0825  0.0004  0.0838 -0.0068  0.0056
0.150  0.0783  0.0004  0.0790 -0.0062  0.0055
0.250  0.0712  0.0004  0.0722 -0.0058  0.0048
0.350  0.0655  0.0004  0.0660 -0.0049  0.0044
0.450  0.0571  0.0004  0.0573 -0.0040  0.0038
0.550  0.0490  0.0004  0.0491 -0.0033  0.0032
0.650  0.0414  0.0003  0.0412 -0.0024  0.0026
0.750  0.0339  0.0003  0.0335 -0.0016  0.0020
0.850  0.0270  0.0003  0.0265 -0.0012  0.0016
0.950  0.0205  0.0003  0.0203 -0.0009  0.0011
1.050  0.0151  0.0002  0.0149 -0.0004  0.0007
1.150  0.0101  0.0002  0.0100 -0.0003  0.0003
1.250  0.0055  0.0001  0.0055 -0.0001  0.0001
1.350  0.0028  0.0001  0.0027 -0.0000  0.0001
1.450  0.0010  0.0001  0.0010 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
