# ICODE=321, JCODE=-321
# SIGMA_QGP=0.9706, SIGMA_HAD=0.453853
# NSAMPLE=10000000, Tblast=77.6357, UPERPblast(x,y)=(0.7291,0.7291)
# SOVERUD=0.7161, QUARK_ENTROPY_RATIO=0.316, BARYON_FUDGE=0.7842
# ------- normalization=0.0495086 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0570  0.0003  0.1398 -0.0889  0.0061
0.150  0.0581  0.0003  0.1358 -0.0834  0.0057
0.250  0.0533  0.0003  0.1218 -0.0734  0.0049
0.350  0.0529  0.0003  0.1098 -0.0612  0.0043
0.450  0.0489  0.0003  0.0942 -0.0491  0.0039
0.550  0.0474  0.0004  0.0808 -0.0365  0.0031
0.650  0.0430  0.0004  0.0676 -0.0274  0.0028
0.750  0.0365  0.0004  0.0529 -0.0184  0.0020
0.850  0.0308  0.0004  0.0409 -0.0117  0.0016
0.950  0.0245  0.0003  0.0308 -0.0074  0.0011
1.050  0.0194  0.0003  0.0226 -0.0039  0.0007
1.150  0.0115  0.0002  0.0131 -0.0019  0.0004
1.250  0.0069  0.0002  0.0076 -0.0009  0.0002
1.350  0.0035  0.0001  0.0037 -0.0002  0.0001
1.450  0.0010  0.0001  0.0011 -0.0001  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
