# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.188119 -----------------
#dely    BF
0.050 -0.7202 -0.0048
0.150 -0.7199 -0.0049
0.250 -0.4987 -0.0036
0.350 -0.3742 -0.0029
0.450 -0.1748 -0.0015
0.550 -0.1423 -0.0013
0.650 -0.0351 -0.0004
0.750  0.0650  0.0008
0.850  0.0896  0.0012
0.950  0.1008  0.0015
1.050  0.0976  0.0017
1.150  0.0963  0.0020
1.250  0.1151  0.0028
1.350  0.1092  0.0032
1.450  0.0767  0.0028
1.550  0.0289  0.0015
1.650  0.0050  0.0005
1.750 -0.0002 -0.0001
