# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0415455 -----------------
#dely    BF    dB     BFVar
0.050  0.0779  0.0000  0.0025
0.150  0.0714  0.0000  0.0017
0.250  0.0636  0.0000  0.0011
0.350  0.0563  0.0000  0.0015
0.450  0.0492  0.0000  0.0021
0.550  0.0392  0.0000  0.0010
0.650  0.0311  0.0000  0.0013
0.750  0.0231  0.0000  0.0008
0.850  0.0157  0.0000  0.0008
0.950  0.0086  0.0000  0.0011
1.050  0.0034  0.0000  0.0009
1.150 -0.0014 -0.0000  0.0008
1.250 -0.0041 -0.0000  0.0008
1.350 -0.0052 -0.0000  0.0007
1.450 -0.0052 -0.0000  0.0006
1.550 -0.0044 -0.0000  0.0003
1.650 -0.0028 -0.0000  0.0003
1.750 -0.0010 -0.0000  0.0002
