# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.262478 -----------------
#dely    BF
0.050  0.4093  0.0027
0.150  0.3537  0.0024
0.250  0.3251  0.0023
0.350  0.2871  0.0021
0.450  0.2649  0.0021
0.550  0.2172  0.0018
0.650  0.1891  0.0017
0.750  0.1511  0.0015
0.850  0.1278  0.0014
0.950  0.0883  0.0010
1.050  0.0741  0.0010
1.150  0.0578  0.0008
1.250  0.0337  0.0006
1.350  0.0179  0.0003
1.450  0.0126  0.0003
1.550  0.0119  0.0003
1.650  0.0037  0.0001
1.750 -0.0004 -0.0000
