# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.358293 -----------------
#dely    BF
0.050  0.5850  0.0035
0.150  0.5602  0.0034
0.250  0.5014  0.0032
0.350  0.4356  0.0030
0.450  0.3524  0.0026
0.550  0.2987  0.0023
0.650  0.2384  0.0020
0.750  0.1942  0.0018
0.850  0.1204  0.0012
0.950  0.0953  0.0011
1.050  0.0825  0.0011
1.150  0.0407  0.0006
1.250  0.0324  0.0006
1.350  0.0324  0.0007
1.450  0.0091  0.0002
1.550  0.0056  0.0002
1.650 -0.0005 -0.0000
1.750 -0.0008 -0.0001
