# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0697811 -----------------
#dely    BF
0.050  0.1103  0.0046
0.150  0.0965  0.0042
0.250  0.0952  0.0043
0.350  0.0952  0.0046
0.450  0.0820  0.0043
0.550  0.0521  0.0031
0.650  0.0563  0.0037
0.750  0.0206  0.0016
0.850  0.0189  0.0017
0.950  0.0142  0.0016
1.050  0.0255  0.0029
1.150  0.0186  0.0029
1.250  0.0090  0.0018
1.350  0.0034  0.0010
1.450 -0.0002 -0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
