# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0672 -----------------
#dely    BF    dB     BFVar
0.050  0.1128  0.0004  0.0059
0.150  0.1096  0.0004  0.0064
0.250  0.0968  0.0004  0.0043
0.350  0.0844  0.0004  0.0035
0.450  0.0709  0.0003  0.0047
0.550  0.0587  0.0003  0.0053
0.650  0.0457  0.0002  0.0026
0.750  0.0338  0.0002  0.0011
0.850  0.0244  0.0002  0.0025
0.950  0.0161  0.0001  0.0011
1.050  0.0098  0.0001  0.0016
1.150  0.0056  0.0001  0.0010
1.250  0.0023  0.0000  0.0005
1.350  0.0007  0.0000  0.0005
1.450  0.0004  0.0000  0.0002
1.550  0.0000  0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
