# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.281335 -----------------
#dely    BF
0.050  0.4637  0.0005
0.150  0.4290  0.0005
0.250  0.3882  0.0004
0.350  0.3367  0.0004
0.450  0.2865  0.0003
0.550  0.2336  0.0003
0.650  0.1900  0.0003
0.750  0.1489  0.0002
0.850  0.1125  0.0002
0.950  0.0836  0.0001
1.050  0.0577  0.0001
1.150  0.0377  0.0001
1.250  0.0236  0.0001
1.350  0.0131  0.0000
1.450  0.0057  0.0000
1.550  0.0026  0.0000
1.650  0.0004  0.0000
1.750 -0.0002 -0.0000
