# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.263177 -----------------
#dely    BF    dB     BFVar
0.050  0.4242  0.0002  0.0046
0.150  0.3949  0.0002  0.0028
0.250  0.3589  0.0002  0.0036
0.350  0.3153  0.0002  0.0037
0.450  0.2724  0.0002  0.0029
0.550  0.2259  0.0002  0.0045
0.650  0.1840  0.0001  0.0022
0.750  0.1447  0.0001  0.0018
0.850  0.1083  0.0001  0.0023
0.950  0.0778  0.0001  0.0016
1.050  0.0536  0.0001  0.0014
1.150  0.0347  0.0000  0.0006
1.250  0.0200  0.0000  0.0019
1.350  0.0109  0.0000  0.0006
1.450  0.0048  0.0000  0.0003
1.550  0.0016  0.0000  0.0019
1.650 -0.0001 -0.0000  0.0003
1.750 -0.0001 -0.0000  0.0000
