!    PLAB      Del   Err    Sr    Err      Trl   Tim      Sgt    Sgr
     0.17     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    10.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    20.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    30.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    40.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    50.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    60.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    70.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    80.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    90.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
   100.00     0.01  0.00   0.000  0.000   0.000 0.000     0.00   0.00
   110.00     0.01  0.00   0.000  0.000   0.000 0.000     0.00   0.00
   120.00     0.02  0.00   0.000  0.000   0.000 0.000     0.00   0.00
   130.00     0.02  0.00   0.000  0.000   0.000 0.000     0.00   0.00
   140.00     0.03  0.00   0.000  0.000   0.000 0.000     0.00   0.00
   150.00     0.03  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   160.00     0.04  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   170.00     0.05  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   180.00     0.06  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   190.00     0.07  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   200.00     0.08  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   210.00     0.09  0.00   0.000  0.000   0.001 0.000     0.00   0.00
   220.00     0.10  0.00   0.000  0.000   0.002 0.000     0.00   0.00
   230.00     0.11  0.00   0.000  0.000   0.002 0.000     0.00   0.00
   240.00     0.11  0.00   0.000  0.000   0.002 0.000     0.00   0.00
   250.00     0.12  0.00   0.000  0.000   0.002 0.000     0.00   0.00
   260.00     0.13  0.00   0.000  0.000   0.002 0.000     0.00   0.00
   270.00     0.14  0.00   0.000  0.000   0.002 0.000     0.00   0.00
   280.00     0.15  0.00   0.000  0.000   0.003 0.000     0.00   0.00
   290.00     0.15  0.00   0.000  0.000   0.003 0.000     0.00   0.00
   300.00     0.16  0.00   0.000  0.000   0.003 0.000     0.00   0.00
   310.00     0.16  0.00   0.000  0.000   0.003 0.000     0.00   0.00
   320.00     0.17  0.00   0.000  0.000   0.003 0.000     0.00   0.00
   330.00     0.17  0.00   0.000  0.000   0.003 0.000     0.00   0.00
   340.00     0.17  0.00   0.000  0.000   0.003 0.000     0.01   0.00
   350.00     0.17  0.00   0.000  0.000   0.003 0.000     0.01   0.01
   360.00     0.17  0.00   0.000  0.000   0.003 0.000     0.01   0.01
   370.00     0.17  0.00   0.000  0.000   0.003 0.000     0.01   0.01
   380.00     0.17  0.00   0.000  0.000   0.003 0.000     0.02   0.01
   390.00     0.17  0.00   0.001  0.000   0.003 0.000     0.02   0.02
   400.00     0.16  0.00   0.001  0.000   0.003 0.000     0.02   0.02
   410.00     0.16  0.00   0.001  0.000   0.003 0.000     0.03   0.03
   420.00     0.16  0.00   0.001  0.000   0.003 0.000     0.03   0.03
   430.00     0.16  0.00   0.001  0.000   0.003 0.000     0.04   0.04
   440.00     0.15  0.00   0.002  0.000   0.003 0.000     0.05   0.05
   450.00     0.15  0.00   0.002  0.000   0.003 0.001     0.06   0.06
   460.00     0.15  0.00   0.003  0.000   0.003 0.001     0.07   0.07
   470.00     0.15  0.00   0.003  0.000   0.003 0.001     0.08   0.08
   480.00     0.15  0.00   0.004  0.000   0.003 0.001     0.09   0.09
   490.00     0.15  0.00   0.005  0.000   0.003 0.001     0.11   0.11
   500.00     0.16  0.00   0.006  0.000   0.003 0.002     0.13   0.12
   510.00     0.16  0.00   0.007  0.000   0.003 0.002     0.14   0.14
   520.00     0.17  0.00   0.008  0.000   0.003 0.002     0.17   0.17
   530.00     0.18  0.00   0.010  0.000   0.003 0.003     0.19   0.19
   540.00     0.19  0.00   0.012  0.000   0.003 0.003     0.22   0.22
   550.00     0.20  0.00   0.014  0.000   0.003 0.003     0.25   0.25
   560.00     0.22  0.00   0.016  0.000   0.004 0.004     0.28   0.28
   570.00     0.23  0.00   0.018  0.000   0.004 0.005     0.32   0.31
   580.00     0.26  0.00   0.021  0.000   0.004 0.005     0.35   0.35
   590.00     0.28  0.00   0.024  0.000   0.005 0.006     0.40   0.39
   600.00     0.31  0.00   0.028  0.000   0.005 0.007     0.44   0.44
